Optical Power Monitor
5.0.4590.776
Delimiter Used: 	 'tab'

Start of Measurement 	 1/26/2026 06:42:25
Sample Interval 	 1 s
	 PM101A 231023123	 PM101A 231023126
Type	 PM101A	 PM101A
Serialnumber	 M00982675	 M00982676
Sensor	 S120C	 S120C
SensorSerialnumber	 231023123	 231023126
Wavelength / Responsivity	 619 nm	 619 nm

			PM101A 231023123	 PM101A 231023126	 
Samples 	Date (MM/dd/yyyy) 	Time of day (hh:mm:ss) 	Power (W)	Power (W)	
0	 1/26/2026	 06:42:25.539	2.4243E-06	1.0978E-07
1	 1/26/2026	 06:42:27.115	2.3797E-06	1.0781E-07
2	 1/26/2026	 06:42:28.122	2.3881E-06	1.0821E-07
3	 1/26/2026	 06:42:29.142	2.3916E-06	1.0833E-07
4	 1/26/2026	 06:42:30.163	2.3916E-06	1.0834E-07
5	 1/26/2026	 06:42:31.182	2.3955E-06	1.0854E-07
6	 1/26/2026	 06:42:32.204	2.3961E-06	1.086E-07
7	 1/26/2026	 06:42:33.223	2.4135E-06	1.0941E-07
8	 1/26/2026	 06:42:34.243	2.4175E-06	1.0961E-07
9	 1/26/2026	 06:42:35.263	2.4268E-06	1.1001E-07
10	 1/26/2026	 06:42:36.282	2.4351E-06	1.1041E-07
11	 1/26/2026	 06:42:37.302	2.4439E-06	1.1082E-07
12	 1/26/2026	 06:42:38.331	2.4646E-06	1.1176E-07
13	 1/26/2026	 06:42:39.332	2.4605E-06	1.1159E-07
14	 1/26/2026	 06:42:40.352	2.48E-06	1.1248E-07
15	 1/26/2026	 06:42:41.381	2.4927E-06	1.1305E-07
16	 1/26/2026	 06:42:42.410	2.5005E-06	1.134E-07
17	 1/26/2026	 06:42:43.415	2.5183E-06	1.1422E-07
18	 1/26/2026	 06:42:44.432	2.5332E-06	1.1491E-07
19	 1/26/2026	 06:42:45.441	2.5476E-06	1.1558E-07
20	 1/26/2026	 06:42:46.471	2.5469E-06	1.1556E-07
21	 1/26/2026	 06:42:47.485	2.5539E-06	1.1588E-07
22	 1/26/2026	 06:42:48.510	2.5546E-06	1.1592E-07
23	 1/26/2026	 06:42:49.537	2.558E-06	1.1609E-07
24	 1/26/2026	 06:42:50.539	2.565E-06	1.1641E-07
25	 1/26/2026	 06:42:51.569	2.5706E-06	1.1663E-07
26	 1/26/2026	 06:42:52.580	2.5785E-06	1.17E-07
27	 1/26/2026	 06:42:53.608	2.5776E-06	1.1693E-07
28	 1/26/2026	 06:42:54.625	2.5803E-06	1.1707E-07
29	 1/26/2026	 06:42:55.626	2.5798E-06	1.1706E-07
30	 1/26/2026	 06:42:56.636	2.5805E-06	1.1711E-07
31	 1/26/2026	 06:42:57.647	2.5823E-06	1.172E-07
32	 1/26/2026	 06:42:58.667	2.5808E-06	1.1711E-07
33	 1/26/2026	 06:42:59.677	2.5836E-06	1.1721E-07
34	 1/26/2026	 06:43:00.693	2.5829E-06	1.1722E-07
35	 1/26/2026	 06:43:01.704	2.5838E-06	1.1726E-07
36	 1/26/2026	 06:43:02.705	2.5815E-06	1.1716E-07
37	 1/26/2026	 06:43:03.714	2.5778E-06	1.1698E-07
38	 1/26/2026	 06:43:04.738	2.5766E-06	1.1691E-07
39	 1/26/2026	 06:43:05.743	2.5715E-06	1.1668E-07
40	 1/26/2026	 06:43:06.781	2.5694E-06	1.1657E-07
41	 1/26/2026	 06:43:07.811	2.5651E-06	1.1639E-07
42	 1/26/2026	 06:43:08.830	2.5615E-06	1.1621E-07
43	 1/26/2026	 06:43:09.850	2.5584E-06	1.161E-07
44	 1/26/2026	 06:43:10.871	2.5535E-06	1.1587E-07
45	 1/26/2026	 06:43:11.156	2.5629E-06	1.1633E-07
46	 1/26/2026	 06:43:12.159	2.5478E-06	1.1574E-07
47	 1/26/2026	 06:43:13.180	2.5515E-06	1.1586E-07
48	 1/26/2026	 06:43:14.186	2.5598E-06	1.1614E-07
49	 1/26/2026	 06:43:15.187	2.5648E-06	1.1638E-07
50	 1/26/2026	 06:43:16.205	2.5713E-06	1.1678E-07
51	 1/26/2026	 06:43:17.216	2.5683E-06	1.1658E-07
52	 1/26/2026	 06:43:18.239	2.5679E-06	1.1658E-07
53	 1/26/2026	 06:43:19.245	2.5663E-06	1.165E-07
54	 1/26/2026	 06:43:20.273	2.5675E-06	1.1653E-07
55	 1/26/2026	 06:43:21.287	2.5736E-06	1.1682E-07
56	 1/26/2026	 06:43:22.321	2.5786E-06	1.1704E-07
57	 1/26/2026	 06:43:23.346	2.5847E-06	1.1732E-07
58	 1/26/2026	 06:43:24.372	2.5852E-06	1.174E-07
59	 1/26/2026	 06:43:25.400	2.5867E-06	1.1748E-07
60	 1/26/2026	 06:43:26.407	2.5868E-06	1.175E-07
61	 1/26/2026	 06:43:27.410	2.5875E-06	1.1752E-07
62	 1/26/2026	 06:43:28.411	2.5866E-06	1.1747E-07
63	 1/26/2026	 06:43:29.433	2.584E-06	1.1734E-07
64	 1/26/2026	 06:43:30.457	2.5808E-06	1.1721E-07
65	 1/26/2026	 06:43:31.485	2.5815E-06	1.1721E-07
66	 1/26/2026	 06:43:32.501	2.578E-06	1.1707E-07
67	 1/26/2026	 06:43:33.530	2.577E-06	1.1699E-07
68	 1/26/2026	 06:43:34.560	2.5764E-06	1.1702E-07
69	 1/26/2026	 06:43:35.569	2.5752E-06	1.1693E-07
70	 1/26/2026	 06:43:36.571	2.575E-06	1.1699E-07
71	 1/26/2026	 06:43:37.593	2.5754E-06	1.1697E-07
72	 1/26/2026	 06:43:38.618	2.5841E-06	1.1737E-07
73	 1/26/2026	 06:43:39.650	2.5868E-06	1.1751E-07
74	 1/26/2026	 06:43:40.680	2.5874E-06	1.1752E-07
75	 1/26/2026	 06:43:41.704	2.5886E-06	1.1764E-07
76	 1/26/2026	 06:43:42.716	2.5881E-06	1.1759E-07
77	 1/26/2026	 06:43:43.734	2.589E-06	1.1763E-07
78	 1/26/2026	 06:43:44.764	2.5865E-06	1.1752E-07
79	 1/26/2026	 06:43:45.780	2.5856E-06	1.175E-07
80	 1/26/2026	 06:43:46.800	2.5815E-06	1.1733E-07
81	 1/26/2026	 06:43:47.819	2.5772E-06	1.1713E-07
82	 1/26/2026	 06:43:48.839	2.5741E-06	1.1698E-07
83	 1/26/2026	 06:43:49.853	2.5684E-06	1.1673E-07
84	 1/26/2026	 06:43:50.875	2.5622E-06	1.1647E-07
85	 1/26/2026	 06:43:51.153	2.5451E-06	1.157E-07
86	 1/26/2026	 06:43:52.172	2.5591E-06	1.1632E-07
87	 1/26/2026	 06:43:53.193	2.552E-06	1.1599E-07
88	 1/26/2026	 06:43:54.212	2.5471E-06	1.1578E-07
89	 1/26/2026	 06:43:55.233	2.5506E-06	1.1595E-07
90	 1/26/2026	 06:43:56.259	2.5508E-06	1.1595E-07
91	 1/26/2026	 06:43:57.280	2.5544E-06	1.1612E-07
92	 1/26/2026	 06:43:58.300	2.5507E-06	1.1597E-07
93	 1/26/2026	 06:43:59.321	2.5612E-06	1.1642E-07
94	 1/26/2026	 06:44:00.340	2.5592E-06	1.1632E-07
95	 1/26/2026	 06:44:01.360	2.559E-06	1.1629E-07
96	 1/26/2026	 06:44:02.381	2.5623E-06	1.1644E-07
97	 1/26/2026	 06:44:03.400	2.5634E-06	1.1652E-07
98	 1/26/2026	 06:44:04.421	2.565E-06	1.1658E-07
99	 1/26/2026	 06:44:05.439	2.5592E-06	1.1636E-07
100	 1/26/2026	 06:44:06.470	2.5655E-06	1.1661E-07
101	 1/26/2026	 06:44:07.489	2.5605E-06	1.1641E-07
102	 1/26/2026	 06:44:08.510	2.56E-06	1.1638E-07
103	 1/26/2026	 06:44:09.529	2.566E-06	1.1666E-07
104	 1/26/2026	 06:44:10.553	2.5685E-06	1.1675E-07
105	 1/26/2026	 06:44:11.572	2.5719E-06	1.1694E-07
106	 1/26/2026	 06:44:12.593	2.5733E-06	1.1699E-07
107	 1/26/2026	 06:44:13.614	2.578E-06	1.1721E-07
108	 1/26/2026	 06:44:14.633	2.5806E-06	1.1731E-07
109	 1/26/2026	 06:44:15.652	2.5817E-06	1.1735E-07
110	 1/26/2026	 06:44:16.666	2.5822E-06	1.1737E-07
111	 1/26/2026	 06:44:17.683	2.5797E-06	1.1726E-07
112	 1/26/2026	 06:44:18.703	2.5789E-06	1.1725E-07
113	 1/26/2026	 06:44:19.726	2.5758E-06	1.1712E-07
114	 1/26/2026	 06:44:20.745	2.5777E-06	1.172E-07
115	 1/26/2026	 06:44:21.765	2.5777E-06	1.1721E-07
116	 1/26/2026	 06:44:22.785	2.577E-06	1.1718E-07
117	 1/26/2026	 06:44:23.805	2.5804E-06	1.1733E-07
118	 1/26/2026	 06:44:24.823	2.5833E-06	1.1748E-07
119	 1/26/2026	 06:44:25.843	2.5844E-06	1.1753E-07
120	 1/26/2026	 06:44:26.863	2.5845E-06	1.1753E-07
121	 1/26/2026	 06:44:27.884	2.5845E-06	1.1755E-07
122	 1/26/2026	 06:44:28.162	2.588E-06	1.1773E-07
123	 1/26/2026	 06:44:29.182	2.5856E-06	1.1759E-07
124	 1/26/2026	 06:44:30.202	2.5859E-06	1.1762E-07
125	 1/26/2026	 06:44:31.221	2.587E-06	1.1765E-07
126	 1/26/2026	 06:44:32.236	2.5865E-06	1.176E-07
127	 1/26/2026	 06:44:33.250	2.586E-06	1.1758E-07
128	 1/26/2026	 06:44:34.268	2.5855E-06	1.1758E-07
129	 1/26/2026	 06:44:35.287	2.5851E-06	1.1758E-07
130	 1/26/2026	 06:44:36.307	2.5829E-06	1.1744E-07
131	 1/26/2026	 06:44:37.327	2.582E-06	1.1744E-07
132	 1/26/2026	 06:44:38.347	2.5791E-06	1.1729E-07
133	 1/26/2026	 06:44:39.368	2.5798E-06	1.1731E-07
134	 1/26/2026	 06:44:40.387	2.5777E-06	1.1724E-07
135	 1/26/2026	 06:44:41.406	2.5776E-06	1.1724E-07
136	 1/26/2026	 06:44:42.428	2.5796E-06	1.1734E-07
137	 1/26/2026	 06:44:43.449	2.5782E-06	1.1726E-07
138	 1/26/2026	 06:44:44.470	2.5808E-06	1.1737E-07
139	 1/26/2026	 06:44:45.490	2.5837E-06	1.175E-07
140	 1/26/2026	 06:44:46.510	2.5867E-06	1.1764E-07
141	 1/26/2026	 06:44:47.532	2.5872E-06	1.1767E-07
142	 1/26/2026	 06:44:48.545	2.5874E-06	1.1766E-07
143	 1/26/2026	 06:44:49.561	2.5869E-06	1.1763E-07
144	 1/26/2026	 06:44:50.582	2.5839E-06	1.1751E-07
145	 1/26/2026	 06:44:51.603	2.5799E-06	1.1733E-07
146	 1/26/2026	 06:44:52.624	2.5762E-06	1.1718E-07
147	 1/26/2026	 06:44:53.644	2.5692E-06	1.1686E-07
148	 1/26/2026	 06:44:54.663	2.5712E-06	1.1693E-07
149	 1/26/2026	 06:44:55.686	2.5652E-06	1.1664E-07
150	 1/26/2026	 06:44:56.706	2.5568E-06	1.1625E-07
151	 1/26/2026	 06:44:57.725	2.5491E-06	1.1589E-07
152	 1/26/2026	 06:44:58.745	2.5367E-06	1.1535E-07
153	 1/26/2026	 06:44:59.764	2.5258E-06	1.1485E-07
154	 1/26/2026	 06:45:00.787	2.508E-06	1.1405E-07
155	 1/26/2026	 06:45:01.808	2.5136E-06	1.143E-07
156	 1/26/2026	 06:45:02.829	2.509E-06	1.141E-07
157	 1/26/2026	 06:45:03.849	2.5068E-06	1.1403E-07
158	 1/26/2026	 06:45:04.872	2.506E-06	1.1397E-07
159	 1/26/2026	 06:45:05.151	2.4974E-06	1.1358E-07
160	 1/26/2026	 06:45:06.170	2.5068E-06	1.1401E-07
161	 1/26/2026	 06:45:07.193	2.4834E-06	1.1294E-07
162	 1/26/2026	 06:45:08.213	2.4761E-06	1.1264E-07
163	 1/26/2026	 06:45:09.234	2.4678E-06	1.1227E-07
164	 1/26/2026	 06:45:10.253	2.4575E-06	1.1181E-07
165	 1/26/2026	 06:45:11.275	2.4559E-06	1.1173E-07
166	 1/26/2026	 06:45:12.294	2.4543E-06	1.1166E-07
167	 1/26/2026	 06:45:13.315	2.4555E-06	1.1168E-07
168	 1/26/2026	 06:45:14.335	2.444E-06	1.1115E-07
169	 1/26/2026	 06:45:15.355	2.4599E-06	1.1188E-07
170	 1/26/2026	 06:45:16.369	2.4683E-06	1.1228E-07
171	 1/26/2026	 06:45:17.382	2.4729E-06	1.1246E-07
172	 1/26/2026	 06:45:18.398	2.4851E-06	1.1302E-07
173	 1/26/2026	 06:45:19.418	2.4934E-06	1.1341E-07
174	 1/26/2026	 06:45:20.437	2.5138E-06	1.1438E-07
175	 1/26/2026	 06:45:21.457	2.5119E-06	1.1429E-07
176	 1/26/2026	 06:45:22.476	2.523E-06	1.1482E-07
177	 1/26/2026	 06:45:23.497	2.5285E-06	1.1507E-07
178	 1/26/2026	 06:45:24.518	2.5327E-06	1.1527E-07
179	 1/26/2026	 06:45:25.537	2.5366E-06	1.1542E-07
180	 1/26/2026	 06:45:26.556	2.5368E-06	1.1542E-07
181	 1/26/2026	 06:45:27.575	2.5402E-06	1.1558E-07
182	 1/26/2026	 06:45:28.595	2.5319E-06	1.1523E-07
183	 1/26/2026	 06:45:29.616	2.542E-06	1.1567E-07
184	 1/26/2026	 06:45:30.635	2.5456E-06	1.1585E-07
185	 1/26/2026	 06:45:31.654	2.5491E-06	1.1597E-07
186	 1/26/2026	 06:45:32.675	2.5615E-06	1.1656E-07
187	 1/26/2026	 06:45:33.692	2.5673E-06	1.1683E-07
188	 1/26/2026	 06:45:34.714	2.5736E-06	1.1712E-07
189	 1/26/2026	 06:45:35.734	2.5728E-06	1.1709E-07
190	 1/26/2026	 06:45:36.755	2.5768E-06	1.1728E-07
191	 1/26/2026	 06:45:37.774	2.5786E-06	1.1738E-07
192	 1/26/2026	 06:45:38.795	2.5832E-06	1.176E-07
193	 1/26/2026	 06:45:39.814	2.5879E-06	1.1781E-07
194	 1/26/2026	 06:45:40.835	2.5913E-06	1.1799E-07
195	 1/26/2026	 06:45:41.862	2.5927E-06	1.1804E-07
196	 1/26/2026	 06:45:42.889	2.5915E-06	1.1801E-07
197	 1/26/2026	 06:45:43.168	2.5929E-06	1.1806E-07
198	 1/26/2026	 06:45:44.170	2.5911E-06	1.1799E-07
199	 1/26/2026	 06:45:45.188	2.5919E-06	1.1804E-07
200	 1/26/2026	 06:45:46.207	2.5908E-06	1.18E-07
201	 1/26/2026	 06:45:47.226	2.5916E-06	1.1801E-07
202	 1/26/2026	 06:45:48.247	2.5912E-06	1.1798E-07
203	 1/26/2026	 06:45:49.260	2.5914E-06	1.1799E-07
204	 1/26/2026	 06:45:50.275	2.5922E-06	1.1805E-07
205	 1/26/2026	 06:45:51.290	2.5915E-06	1.1802E-07
206	 1/26/2026	 06:45:52.304	2.5914E-06	1.1801E-07
207	 1/26/2026	 06:45:53.323	2.5886E-06	1.1788E-07
208	 1/26/2026	 06:45:54.343	2.5893E-06	1.1795E-07
209	 1/26/2026	 06:45:55.351	2.5849E-06	1.1775E-07
210	 1/26/2026	 06:45:56.372	2.5803E-06	1.1754E-07
211	 1/26/2026	 06:45:57.393	2.5811E-06	1.1755E-07
212	 1/26/2026	 06:45:58.412	2.5809E-06	1.1756E-07
213	 1/26/2026	 06:45:59.432	2.5833E-06	1.1769E-07
214	 1/26/2026	 06:46:00.452	2.5826E-06	1.1767E-07
215	 1/26/2026	 06:46:01.473	2.5831E-06	1.1771E-07
216	 1/26/2026	 06:46:02.495	2.5804E-06	1.1756E-07
217	 1/26/2026	 06:46:03.515	2.5806E-06	1.1757E-07
218	 1/26/2026	 06:46:04.536	2.5836E-06	1.1774E-07
219	 1/26/2026	 06:46:05.556	2.5822E-06	1.1766E-07
220	 1/26/2026	 06:46:06.576	2.5785E-06	1.1751E-07
221	 1/26/2026	 06:46:07.596	2.5715E-06	1.1716E-07
222	 1/26/2026	 06:46:08.616	2.5714E-06	1.1715E-07
223	 1/26/2026	 06:46:09.635	2.5621E-06	1.1672E-07
224	 1/26/2026	 06:46:10.656	2.5581E-06	1.1654E-07
225	 1/26/2026	 06:46:11.678	2.5537E-06	1.1634E-07
226	 1/26/2026	 06:46:12.699	2.5451E-06	1.1594E-07
227	 1/26/2026	 06:46:13.720	2.5377E-06	1.1561E-07
228	 1/26/2026	 06:46:14.740	2.521E-06	1.1485E-07
229	 1/26/2026	 06:46:15.761	2.5235E-06	1.1499E-07
230	 1/26/2026	 06:46:16.777	2.5158E-06	1.1461E-07
231	 1/26/2026	 06:46:17.793	2.512E-06	1.1443E-07
232	 1/26/2026	 06:46:18.808	2.5134E-06	1.1451E-07
233	 1/26/2026	 06:46:19.824	2.5112E-06	1.1442E-07
234	 1/26/2026	 06:46:20.842	2.5157E-06	1.1462E-07
235	 1/26/2026	 06:46:21.862	2.5064E-06	1.1419E-07
236	 1/26/2026	 06:46:22.881	2.5151E-06	1.1456E-07
237	 1/26/2026	 06:46:23.162	2.5053E-06	1.141E-07
238	 1/26/2026	 06:46:24.182	2.5029E-06	1.1402E-07
239	 1/26/2026	 06:46:25.202	2.4951E-06	1.137E-07
240	 1/26/2026	 06:46:26.222	2.4891E-06	1.134E-07
241	 1/26/2026	 06:46:27.240	2.4856E-06	1.1322E-07
242	 1/26/2026	 06:46:28.262	2.4708E-06	1.1257E-07
243	 1/26/2026	 06:46:29.282	2.4706E-06	1.1257E-07
244	 1/26/2026	 06:46:30.300	2.472E-06	1.126E-07
245	 1/26/2026	 06:46:31.324	2.4767E-06	1.1285E-07
246	 1/26/2026	 06:46:32.343	2.4795E-06	1.1297E-07
247	 1/26/2026	 06:46:33.362	2.4799E-06	1.1298E-07
248	 1/26/2026	 06:46:34.383	2.4921E-06	1.1354E-07
249	 1/26/2026	 06:46:35.402	2.4912E-06	1.1349E-07
250	 1/26/2026	 06:46:36.425	2.4961E-06	1.1373E-07
251	 1/26/2026	 06:46:37.443	2.4934E-06	1.1359E-07
252	 1/26/2026	 06:46:38.464	2.4983E-06	1.138E-07
253	 1/26/2026	 06:46:39.483	2.5038E-06	1.1407E-07
254	 1/26/2026	 06:46:40.504	2.4963E-06	1.1369E-07
255	 1/26/2026	 06:46:41.524	2.496E-06	1.137E-07
256	 1/26/2026	 06:46:42.544	2.4745E-06	1.1272E-07
257	 1/26/2026	 06:46:43.564	2.4715E-06	1.1257E-07
258	 1/26/2026	 06:46:44.583	2.4593E-06	1.1202E-07
259	 1/26/2026	 06:46:45.602	2.4533E-06	1.1172E-07
260	 1/26/2026	 06:46:46.622	2.4518E-06	1.1169E-07
261	 1/26/2026	 06:46:47.639	2.4476E-06	1.115E-07
262	 1/26/2026	 06:46:48.653	2.4501E-06	1.1161E-07
263	 1/26/2026	 06:46:49.668	2.4382E-06	1.1109E-07
264	 1/26/2026	 06:46:50.687	2.4321E-06	1.1084E-07
265	 1/26/2026	 06:46:51.702	2.4277E-06	1.1059E-07
266	 1/26/2026	 06:46:52.719	2.4254E-06	1.1052E-07
267	 1/26/2026	 06:46:53.741	2.4311E-06	1.1079E-07
268	 1/26/2026	 06:46:54.762	2.4324E-06	1.1087E-07
269	 1/26/2026	 06:46:55.783	2.4496E-06	1.1168E-07
270	 1/26/2026	 06:46:56.802	2.453E-06	1.1181E-07
271	 1/26/2026	 06:46:57.823	2.4589E-06	1.121E-07
272	 1/26/2026	 06:46:58.844	2.4644E-06	1.1234E-07
273	 1/26/2026	 06:46:59.861	2.4658E-06	1.1239E-07
274	 1/26/2026	 06:47:00.881	2.4629E-06	1.1226E-07
275	 1/26/2026	 06:47:01.160	2.4468E-06	1.1153E-07
276	 1/26/2026	 06:47:02.182	2.4663E-06	1.1242E-07
277	 1/26/2026	 06:47:03.203	2.463E-06	1.1227E-07
278	 1/26/2026	 06:47:04.223	2.4666E-06	1.1242E-07
279	 1/26/2026	 06:47:05.245	2.4713E-06	1.127E-07
280	 1/26/2026	 06:47:06.264	2.4766E-06	1.1293E-07
281	 1/26/2026	 06:47:07.284	2.4924E-06	1.1366E-07
282	 1/26/2026	 06:47:08.303	2.5032E-06	1.1415E-07
283	 1/26/2026	 06:47:09.323	2.5236E-06	1.1507E-07
284	 1/26/2026	 06:47:10.344	2.5272E-06	1.1527E-07
285	 1/26/2026	 06:47:11.365	2.5379E-06	1.1576E-07
286	 1/26/2026	 06:47:12.382	2.5512E-06	1.164E-07
287	 1/26/2026	 06:47:13.403	2.5602E-06	1.1681E-07
288	 1/26/2026	 06:47:14.423	2.5689E-06	1.1725E-07
289	 1/26/2026	 06:47:15.443	2.5718E-06	1.1737E-07
290	 1/26/2026	 06:47:16.457	2.5828E-06	1.1785E-07
291	 1/26/2026	 06:47:17.473	2.5844E-06	1.1795E-07
292	 1/26/2026	 06:47:18.491	2.5856E-06	1.1796E-07
293	 1/26/2026	 06:47:19.513	2.5876E-06	1.1806E-07
294	 1/26/2026	 06:47:20.533	2.5848E-06	1.1796E-07
295	 1/26/2026	 06:47:21.555	2.5831E-06	1.1789E-07
296	 1/26/2026	 06:47:22.575	2.5762E-06	1.1756E-07
297	 1/26/2026	 06:47:23.596	2.5805E-06	1.1774E-07
298	 1/26/2026	 06:47:24.614	2.5788E-06	1.1765E-07
299	 1/26/2026	 06:47:25.635	2.5765E-06	1.1757E-07
300	 1/26/2026	 06:47:26.655	2.5774E-06	1.176E-07
301	 1/26/2026	 06:47:27.675	2.5769E-06	1.1759E-07
302	 1/26/2026	 06:47:28.695	2.5788E-06	1.1767E-07
303	 1/26/2026	 06:47:29.714	2.5747E-06	1.175E-07
304	 1/26/2026	 06:47:30.736	2.5781E-06	1.1765E-07
305	 1/26/2026	 06:47:31.755	2.5722E-06	1.1739E-07
306	 1/26/2026	 06:47:32.773	2.5678E-06	1.1723E-07
307	 1/26/2026	 06:47:33.786	2.5664E-06	1.1718E-07
308	 1/26/2026	 06:47:34.802	2.5673E-06	1.1721E-07
309	 1/26/2026	 06:47:35.820	2.5733E-06	1.1746E-07
310	 1/26/2026	 06:47:36.840	2.5707E-06	1.1737E-07
311	 1/26/2026	 06:47:37.863	2.571E-06	1.1738E-07
312	 1/26/2026	 06:47:38.882	2.5698E-06	1.1733E-07
313	 1/26/2026	 06:47:39.163	2.5696E-06	1.1736E-07
314	 1/26/2026	 06:47:40.185	2.5695E-06	1.1731E-07
315	 1/26/2026	 06:47:41.205	2.5645E-06	1.1711E-07
316	 1/26/2026	 06:47:42.221	2.5675E-06	1.1721E-07
317	 1/26/2026	 06:47:43.242	2.5637E-06	1.1704E-07
318	 1/26/2026	 06:47:44.261	2.5645E-06	1.1708E-07
319	 1/26/2026	 06:47:45.279	2.5626E-06	1.1701E-07
320	 1/26/2026	 06:47:46.298	2.5602E-06	1.1692E-07
321	 1/26/2026	 06:47:47.318	2.5575E-06	1.1678E-07
322	 1/26/2026	 06:47:48.340	2.5494E-06	1.164E-07
323	 1/26/2026	 06:47:49.359	2.551E-06	1.1651E-07
324	 1/26/2026	 06:47:50.374	2.5403E-06	1.16E-07
325	 1/26/2026	 06:47:51.388	2.5335E-06	1.1568E-07
326	 1/26/2026	 06:47:52.405	2.5301E-06	1.1551E-07
327	 1/26/2026	 06:47:53.429	2.5237E-06	1.1525E-07
328	 1/26/2026	 06:47:54.449	2.5196E-06	1.1506E-07
329	 1/26/2026	 06:47:55.470	2.5033E-06	1.1435E-07
330	 1/26/2026	 06:47:56.491	2.5077E-06	1.1457E-07
331	 1/26/2026	 06:47:57.514	2.4928E-06	1.1387E-07
332	 1/26/2026	 06:47:58.534	2.4835E-06	1.1344E-07
333	 1/26/2026	 06:47:59.554	2.4752E-06	1.1308E-07
334	 1/26/2026	 06:48:00.575	2.4688E-06	1.128E-07
335	 1/26/2026	 06:48:01.594	2.4705E-06	1.1288E-07
336	 1/26/2026	 06:48:02.615	2.4624E-06	1.1253E-07
337	 1/26/2026	 06:48:03.634	2.4656E-06	1.1268E-07
338	 1/26/2026	 06:48:04.653	2.4572E-06	1.1229E-07
339	 1/26/2026	 06:48:05.674	2.458E-06	1.123E-07
340	 1/26/2026	 06:48:06.695	2.4578E-06	1.1229E-07
341	 1/26/2026	 06:48:07.713	2.4495E-06	1.1191E-07
342	 1/26/2026	 06:48:08.732	2.4473E-06	1.1182E-07
343	 1/26/2026	 06:48:09.750	2.4381E-06	1.1136E-07
344	 1/26/2026	 06:48:10.767	2.4465E-06	1.1179E-07
345	 1/26/2026	 06:48:11.786	2.4414E-06	1.1157E-07
346	 1/26/2026	 06:48:12.804	2.4422E-06	1.116E-07
347	 1/26/2026	 06:48:13.824	2.4424E-06	1.1159E-07
348	 1/26/2026	 06:48:14.843	2.4427E-06	1.1162E-07
349	 1/26/2026	 06:48:15.861	2.4432E-06	1.1165E-07
350	 1/26/2026	 06:48:16.877	2.4344E-06	1.1125E-07
351	 1/26/2026	 06:48:17.157	2.4503E-06	1.12E-07
352	 1/26/2026	 06:48:18.173	2.4387E-06	1.1146E-07
353	 1/26/2026	 06:48:19.189	2.4362E-06	1.1136E-07
354	 1/26/2026	 06:48:20.210	2.4413E-06	1.1159E-07
355	 1/26/2026	 06:48:21.232	2.439E-06	1.1148E-07
356	 1/26/2026	 06:48:22.254	2.4485E-06	1.1191E-07
357	 1/26/2026	 06:48:23.274	2.4506E-06	1.12E-07
358	 1/26/2026	 06:48:24.296	2.4583E-06	1.1234E-07
359	 1/26/2026	 06:48:25.315	2.4578E-06	1.1236E-07
360	 1/26/2026	 06:48:26.336	2.4579E-06	1.1237E-07
361	 1/26/2026	 06:48:27.357	2.4603E-06	1.1245E-07
362	 1/26/2026	 06:48:28.379	2.4581E-06	1.1236E-07
363	 1/26/2026	 06:48:29.402	2.4633E-06	1.126E-07
364	 1/26/2026	 06:48:30.424	2.4586E-06	1.124E-07
365	 1/26/2026	 06:48:31.447	2.471E-06	1.1296E-07
366	 1/26/2026	 06:48:32.468	2.4735E-06	1.131E-07
367	 1/26/2026	 06:48:33.488	2.4776E-06	1.1328E-07
368	 1/26/2026	 06:48:34.510	2.4851E-06	1.1364E-07
369	 1/26/2026	 06:48:35.529	2.4806E-06	1.1344E-07
370	 1/26/2026	 06:48:36.551	2.4819E-06	1.1352E-07
371	 1/26/2026	 06:48:37.572	2.473E-06	1.131E-07
372	 1/26/2026	 06:48:38.589	2.4737E-06	1.1314E-07
373	 1/26/2026	 06:48:39.610	2.4623E-06	1.1264E-07
374	 1/26/2026	 06:48:40.631	2.4529E-06	1.1218E-07
375	 1/26/2026	 06:48:41.650	2.4474E-06	1.1192E-07
376	 1/26/2026	 06:48:42.670	2.4415E-06	1.1161E-07
377	 1/26/2026	 06:48:43.689	2.4407E-06	1.1161E-07
378	 1/26/2026	 06:48:44.707	2.4288E-06	1.1107E-07
379	 1/26/2026	 06:48:45.729	2.4313E-06	1.1118E-07
380	 1/26/2026	 06:48:46.748	2.4261E-06	1.1095E-07
381	 1/26/2026	 06:48:47.769	2.433E-06	1.1127E-07
382	 1/26/2026	 06:48:48.789	2.4468E-06	1.1191E-07
383	 1/26/2026	 06:48:49.808	2.4529E-06	1.1217E-07
384	 1/26/2026	 06:48:50.822	2.4584E-06	1.1236E-07
385	 1/26/2026	 06:48:51.841	2.4584E-06	1.1238E-07
386	 1/26/2026	 06:48:52.858	2.467E-06	1.1279E-07
387	 1/26/2026	 06:48:53.876	2.4652E-06	1.127E-07
388	 1/26/2026	 06:48:54.157	2.4657E-06	1.1271E-07
389	 1/26/2026	 06:48:55.180	2.4665E-06	1.1281E-07
390	 1/26/2026	 06:48:56.200	2.4524E-06	1.1212E-07
391	 1/26/2026	 06:48:57.225	2.4546E-06	1.1222E-07
392	 1/26/2026	 06:48:58.245	2.4427E-06	1.1168E-07
393	 1/26/2026	 06:48:59.265	2.4394E-06	1.1153E-07
