Optical Power Monitor
5.0.4590.776
Delimiter Used: 	 'tab'

Start of Measurement 	 1/26/2026 06:42:25
Sample Interval 	 1 s
	 PM101A 231023123	 PM101A 231023126
Type	 PM101A	 PM101A
Serialnumber	 M00982675	 M00982676
Sensor	 S120C	 S120C
SensorSerialnumber	 231023123	 231023126
Wavelength / Responsivity	 619 nm	 619 nm

			PM101A 231023123	 PM101A 231023126	 
Samples 	Date (MM/dd/yyyy) 	Time of day (hh:mm:ss) 	Power (W)	Power (W)	
11978	 1/26/2026	 10:02:04.620	2.1634E-06	2.0958E-07
11979	 1/26/2026	 10:02:05.635	2.1631E-06	2.0966E-07
11980	 1/26/2026	 10:02:06.657	2.1657E-06	2.0992E-07
11981	 1/26/2026	 10:02:07.659	2.1646E-06	2.0987E-07
11982	 1/26/2026	 10:02:08.661	2.1659E-06	2.1003E-07
11983	 1/26/2026	 10:02:09.684	2.1679E-06	2.1029E-07
11984	 1/26/2026	 10:02:10.698	2.1744E-06	2.1094E-07
11985	 1/26/2026	 10:02:11.726	2.1717E-06	2.1065E-07
11986	 1/26/2026	 10:02:12.755	2.1703E-06	2.1055E-07
11987	 1/26/2026	 10:02:13.760	2.1712E-06	2.107E-07
11988	 1/26/2026	 10:02:14.762	2.1652E-06	2.101E-07
11989	 1/26/2026	 10:02:15.790	2.1657E-06	2.101E-07
11990	 1/26/2026	 10:02:16.820	2.1719E-06	2.108E-07
11991	 1/26/2026	 10:02:17.848	2.1766E-06	2.1139E-07
11992	 1/26/2026	 10:02:18.856	2.1752E-06	2.1142E-07
11993	 1/26/2026	 10:02:19.882	2.1737E-06	2.1127E-07
11994	 1/26/2026	 10:02:20.151	2.1724E-06	2.1105E-07
11995	 1/26/2026	 10:02:21.173	2.1678E-06	2.1066E-07
11996	 1/26/2026	 10:02:22.192	2.1712E-06	2.1098E-07
11997	 1/26/2026	 10:02:23.221	2.1681E-06	2.1065E-07
11998	 1/26/2026	 10:02:24.233	2.1732E-06	2.1113E-07
11999	 1/26/2026	 10:02:25.262	2.1686E-06	2.1069E-07
12000	 1/26/2026	 10:02:26.262	2.1614E-06	2.0996E-07
12001	 1/26/2026	 10:02:27.267	2.1618E-06	2.0999E-07
12002	 1/26/2026	 10:02:28.287	2.1617E-06	2.1004E-07
12003	 1/26/2026	 10:02:29.312	2.1623E-06	2.102E-07
12004	 1/26/2026	 10:02:30.345	2.1576E-06	2.0982E-07
12005	 1/26/2026	 10:02:31.371	2.157E-06	2.0982E-07
12006	 1/26/2026	 10:02:32.372	2.1557E-06	2.098E-07
12007	 1/26/2026	 10:02:33.398	2.1562E-06	2.0991E-07
12008	 1/26/2026	 10:02:34.411	2.1597E-06	2.1016E-07
12009	 1/26/2026	 10:02:35.437	2.1616E-06	2.1023E-07
12010	 1/26/2026	 10:02:36.441	2.1689E-06	2.1094E-07
12011	 1/26/2026	 10:02:37.447	2.1728E-06	2.1132E-07
12012	 1/26/2026	 10:02:38.448	2.1725E-06	2.1131E-07
12013	 1/26/2026	 10:02:39.472	2.1735E-06	2.1144E-07
12014	 1/26/2026	 10:02:40.476	2.1727E-06	2.1151E-07
12015	 1/26/2026	 10:02:41.498	2.1771E-06	2.1203E-07
12016	 1/26/2026	 10:02:42.512	2.1769E-06	2.1202E-07
12017	 1/26/2026	 10:02:43.542	2.1823E-06	2.1265E-07
12018	 1/26/2026	 10:02:44.569	2.1871E-06	2.1311E-07
12019	 1/26/2026	 10:02:45.600	2.1928E-06	2.1361E-07
12020	 1/26/2026	 10:02:46.606	2.1941E-06	2.1385E-07
12021	 1/26/2026	 10:02:47.636	2.1921E-06	2.137E-07
12022	 1/26/2026	 10:02:48.662	2.1927E-06	2.1379E-07
12023	 1/26/2026	 10:02:49.691	2.1866E-06	2.1327E-07
12024	 1/26/2026	 10:02:50.698	2.1906E-06	2.1366E-07
12025	 1/26/2026	 10:02:51.726	2.1951E-06	2.1405E-07
12026	 1/26/2026	 10:02:52.737	2.1982E-06	2.144E-07
12027	 1/26/2026	 10:02:53.757	2.199E-06	2.1462E-07
12028	 1/26/2026	 10:02:54.761	2.2034E-06	2.1502E-07
12029	 1/26/2026	 10:02:55.787	2.2121E-06	2.1597E-07
12030	 1/26/2026	 10:02:56.811	2.2113E-06	2.1588E-07
12031	 1/26/2026	 10:02:57.831	2.2219E-06	2.1683E-07
12032	 1/26/2026	 10:02:58.834	2.2261E-06	2.1727E-07
12033	 1/26/2026	 10:02:59.854	2.2282E-06	2.1751E-07
12034	 1/26/2026	 10:03:00.860	2.2292E-06	2.177E-07
12035	 1/26/2026	 10:03:01.889	2.2244E-06	2.173E-07
12036	 1/26/2026	 10:03:02.148	2.2314E-06	2.1803E-07
12037	 1/26/2026	 10:03:03.176	2.2192E-06	2.1695E-07
12038	 1/26/2026	 10:03:04.203	2.2173E-06	2.1681E-07
12039	 1/26/2026	 10:03:05.229	2.216E-06	2.1664E-07
12040	 1/26/2026	 10:03:06.230	2.2106E-06	2.1596E-07
12041	 1/26/2026	 10:03:07.253	2.2121E-06	2.1609E-07
12042	 1/26/2026	 10:03:08.281	2.201E-06	2.1501E-07
12043	 1/26/2026	 10:03:09.303	2.2039E-06	2.1527E-07
12044	 1/26/2026	 10:03:10.309	2.2007E-06	2.1502E-07
12045	 1/26/2026	 10:03:11.310	2.2005E-06	2.1504E-07
12046	 1/26/2026	 10:03:12.315	2.2023E-06	2.1529E-07
12047	 1/26/2026	 10:03:13.336	2.2053E-06	2.1563E-07
12048	 1/26/2026	 10:03:14.351	2.212E-06	2.1637E-07
12049	 1/26/2026	 10:03:15.381	2.2052E-06	2.1575E-07
12050	 1/26/2026	 10:03:16.410	2.2113E-06	2.1642E-07
12051	 1/26/2026	 10:03:17.441	2.2103E-06	2.1645E-07
12052	 1/26/2026	 10:03:18.471	2.2084E-06	2.1628E-07
12053	 1/26/2026	 10:03:19.477	2.2072E-06	2.1615E-07
12054	 1/26/2026	 10:03:20.480	2.2055E-06	2.1599E-07
12055	 1/26/2026	 10:03:21.510	2.2071E-06	2.1617E-07
12056	 1/26/2026	 10:03:22.536	2.1944E-06	2.1488E-07
12057	 1/26/2026	 10:03:23.564	2.1945E-06	2.148E-07
12058	 1/26/2026	 10:03:24.569	2.1882E-06	2.1431E-07
12059	 1/26/2026	 10:03:25.595	2.1857E-06	2.1405E-07
12060	 1/26/2026	 10:03:26.630	2.192E-06	2.1455E-07
12061	 1/26/2026	 10:03:27.636	2.2046E-06	2.1572E-07
12062	 1/26/2026	 10:03:28.637	2.1849E-06	2.1387E-07
12063	 1/26/2026	 10:03:29.637	2.1468E-06	2.102E-07
12064	 1/26/2026	 10:03:30.644	2.1367E-06	2.0922E-07
12065	 1/26/2026	 10:03:31.645	2.1327E-06	2.0893E-07
12066	 1/26/2026	 10:03:32.667	2.1467E-06	2.1032E-07
12067	 1/26/2026	 10:03:33.698	2.1667E-06	2.122E-07
12068	 1/26/2026	 10:03:34.702	2.1745E-06	2.1305E-07
12069	 1/26/2026	 10:03:35.722	2.1845E-06	2.1408E-07
12070	 1/26/2026	 10:03:36.748	2.1936E-06	2.15E-07
12071	 1/26/2026	 10:03:37.773	2.2022E-06	2.1596E-07
12072	 1/26/2026	 10:03:38.789	2.2124E-06	2.17E-07
12073	 1/26/2026	 10:03:39.810	2.2194E-06	2.1769E-07
12074	 1/26/2026	 10:03:40.833	2.2354E-06	2.1932E-07
12075	 1/26/2026	 10:03:41.863	2.2455E-06	2.2037E-07
12076	 1/26/2026	 10:03:42.893	2.2553E-06	2.2136E-07
12077	 1/26/2026	 10:03:43.173	2.252E-06	2.2098E-07
12078	 1/26/2026	 10:03:44.203	2.2565E-06	2.2138E-07
12079	 1/26/2026	 10:03:45.227	2.2589E-06	2.2179E-07
12080	 1/26/2026	 10:03:46.228	2.2597E-06	2.2197E-07
12081	 1/26/2026	 10:03:47.237	2.268E-06	2.2275E-07
12082	 1/26/2026	 10:03:48.238	2.2684E-06	2.2275E-07
12083	 1/26/2026	 10:03:49.264	2.2769E-06	2.2358E-07
12084	 1/26/2026	 10:03:50.264	2.2783E-06	2.237E-07
12085	 1/26/2026	 10:03:51.266	2.2856E-06	2.2446E-07
12086	 1/26/2026	 10:03:52.285	2.2937E-06	2.2524E-07
12087	 1/26/2026	 10:03:53.309	2.3001E-06	2.2588E-07
12088	 1/26/2026	 10:03:54.310	2.3049E-06	2.2648E-07
12089	 1/26/2026	 10:03:55.331	2.2975E-06	2.2581E-07
12090	 1/26/2026	 10:03:56.356	2.2877E-06	2.2487E-07
12091	 1/26/2026	 10:03:57.383	2.2928E-06	2.2547E-07
12092	 1/26/2026	 10:03:58.387	2.2885E-06	2.2505E-07
12093	 1/26/2026	 10:03:59.411	2.2622E-06	2.2251E-07
12094	 1/26/2026	 10:04:00.424	2.2477E-06	2.2106E-07
12095	 1/26/2026	 10:04:01.450	2.252E-06	2.2131E-07
12096	 1/26/2026	 10:04:02.451	2.2511E-06	2.2134E-07
12097	 1/26/2026	 10:04:03.454	2.2521E-06	2.2144E-07
12098	 1/26/2026	 10:04:04.475	2.2379E-06	2.2012E-07
12099	 1/26/2026	 10:04:05.498	2.2363E-06	2.1991E-07
12100	 1/26/2026	 10:04:06.501	2.2466E-06	2.2095E-07
12101	 1/26/2026	 10:04:07.521	2.2497E-06	2.212E-07
12102	 1/26/2026	 10:04:08.527	2.2549E-06	2.219E-07
12103	 1/26/2026	 10:04:09.553	2.26E-06	2.2236E-07
12104	 1/26/2026	 10:04:10.564	2.2562E-06	2.2204E-07
12105	 1/26/2026	 10:04:11.570	2.2555E-06	2.2212E-07
12106	 1/26/2026	 10:04:12.573	2.2567E-06	2.2218E-07
12107	 1/26/2026	 10:04:13.592	2.2654E-06	2.2296E-07
12108	 1/26/2026	 10:04:14.606	2.2671E-06	2.2311E-07
12109	 1/26/2026	 10:04:15.635	2.2664E-06	2.2313E-07
12110	 1/26/2026	 10:04:16.663	2.2654E-06	2.23E-07
12111	 1/26/2026	 10:04:17.668	2.2633E-06	2.2276E-07
12112	 1/26/2026	 10:04:18.692	2.2669E-06	2.232E-07
12113	 1/26/2026	 10:04:19.697	2.2642E-06	2.2297E-07
12114	 1/26/2026	 10:04:20.717	2.2654E-06	2.2315E-07
12115	 1/26/2026	 10:04:21.740	2.2669E-06	2.2339E-07
12116	 1/26/2026	 10:04:22.763	2.2739E-06	2.2415E-07
12117	 1/26/2026	 10:04:23.786	2.2806E-06	2.2485E-07
12118	 1/26/2026	 10:04:24.812	2.2875E-06	2.2559E-07
12119	 1/26/2026	 10:04:25.832	2.3E-06	2.2687E-07
12120	 1/26/2026	 10:04:26.846	2.302E-06	2.2706E-07
12121	 1/26/2026	 10:04:27.856	2.3075E-06	2.2767E-07
12122	 1/26/2026	 10:04:28.875	2.3072E-06	2.2768E-07
12123	 1/26/2026	 10:04:29.171	2.31E-06	2.2797E-07
12124	 1/26/2026	 10:04:30.196	2.3107E-06	2.2802E-07
12125	 1/26/2026	 10:04:31.197	2.3083E-06	2.2782E-07
12126	 1/26/2026	 10:04:32.222	2.3087E-06	2.2778E-07
12127	 1/26/2026	 10:04:33.252	2.3043E-06	2.2741E-07
12128	 1/26/2026	 10:04:34.265	2.3094E-06	2.2799E-07
12129	 1/26/2026	 10:04:35.286	2.3081E-06	2.2789E-07
12130	 1/26/2026	 10:04:36.314	2.304E-06	2.2744E-07
12131	 1/26/2026	 10:04:37.336	2.2973E-06	2.2666E-07
12132	 1/26/2026	 10:04:38.347	2.2966E-06	2.2657E-07
12133	 1/26/2026	 10:04:39.376	2.2979E-06	2.2671E-07
12134	 1/26/2026	 10:04:40.394	2.2924E-06	2.2617E-07
12135	 1/26/2026	 10:04:41.402	2.2992E-06	2.2691E-07
12136	 1/26/2026	 10:04:42.414	2.3012E-06	2.2728E-07
12137	 1/26/2026	 10:04:43.444	2.3027E-06	2.2736E-07
12138	 1/26/2026	 10:04:44.450	2.3035E-06	2.2743E-07
12139	 1/26/2026	 10:04:45.451	2.3016E-06	2.2727E-07
12140	 1/26/2026	 10:04:46.456	2.3092E-06	2.2798E-07
12141	 1/26/2026	 10:04:47.474	2.3144E-06	2.2855E-07
12142	 1/26/2026	 10:04:48.501	2.3106E-06	2.2813E-07
12143	 1/26/2026	 10:04:49.520	2.3003E-06	2.271E-07
12144	 1/26/2026	 10:04:50.527	2.286E-06	2.2561E-07
12145	 1/26/2026	 10:04:51.553	2.2861E-06	2.2542E-07
12146	 1/26/2026	 10:04:52.578	2.298E-06	2.2655E-07
12147	 1/26/2026	 10:04:53.608	2.3044E-06	2.2712E-07
12148	 1/26/2026	 10:04:54.615	2.3048E-06	2.2721E-07
12149	 1/26/2026	 10:04:55.644	2.3101E-06	2.2776E-07
12150	 1/26/2026	 10:04:56.675	2.3078E-06	2.2761E-07
12151	 1/26/2026	 10:04:57.675	2.3038E-06	2.2729E-07
12152	 1/26/2026	 10:04:58.700	2.3046E-06	2.2741E-07
12153	 1/26/2026	 10:04:59.705	2.3003E-06	2.2706E-07
12154	 1/26/2026	 10:05:00.731	2.3015E-06	2.2709E-07
12155	 1/26/2026	 10:05:01.733	2.2986E-06	2.2686E-07
12156	 1/26/2026	 10:05:02.759	2.2988E-06	2.2689E-07
12157	 1/26/2026	 10:05:03.780	2.296E-06	2.2662E-07
12158	 1/26/2026	 10:05:04.806	2.2936E-06	2.2636E-07
12159	 1/26/2026	 10:05:05.827	2.2914E-06	2.2609E-07
12160	 1/26/2026	 10:05:06.848	2.284E-06	2.2531E-07
12161	 1/26/2026	 10:05:07.875	2.2805E-06	2.2511E-07
12162	 1/26/2026	 10:05:08.155	2.275E-06	2.2464E-07
12163	 1/26/2026	 10:05:09.160	2.2737E-06	2.2452E-07
12164	 1/26/2026	 10:05:10.165	2.2733E-06	2.2452E-07
12165	 1/26/2026	 10:05:11.189	2.2762E-06	2.2484E-07
12166	 1/26/2026	 10:05:12.218	2.285E-06	2.2565E-07
12167	 1/26/2026	 10:05:13.224	2.2851E-06	2.2565E-07
12168	 1/26/2026	 10:05:14.227	2.2932E-06	2.2649E-07
12169	 1/26/2026	 10:05:15.253	2.297E-06	2.2689E-07
12170	 1/26/2026	 10:05:16.281	2.2954E-06	2.2685E-07
12171	 1/26/2026	 10:05:17.291	2.3012E-06	2.2751E-07
12172	 1/26/2026	 10:05:18.294	2.3048E-06	2.2799E-07
12173	 1/26/2026	 10:05:19.316	2.3077E-06	2.2832E-07
12174	 1/26/2026	 10:05:20.336	2.3056E-06	2.2809E-07
12175	 1/26/2026	 10:05:21.365	2.3062E-06	2.2814E-07
12176	 1/26/2026	 10:05:22.369	2.3097E-06	2.285E-07
12177	 1/26/2026	 10:05:23.393	2.3099E-06	2.2857E-07
12178	 1/26/2026	 10:05:24.399	2.3118E-06	2.2884E-07
12179	 1/26/2026	 10:05:25.406	2.3111E-06	2.2883E-07
12180	 1/26/2026	 10:05:26.412	2.3134E-06	2.2904E-07
12181	 1/26/2026	 10:05:27.440	2.3136E-06	2.2907E-07
12182	 1/26/2026	 10:05:28.455	2.3136E-06	2.2906E-07
12183	 1/26/2026	 10:05:29.477	2.3135E-06	2.2904E-07
12184	 1/26/2026	 10:05:30.484	2.3154E-06	2.2921E-07
12185	 1/26/2026	 10:05:31.512	2.3175E-06	2.2943E-07
12186	 1/26/2026	 10:05:32.537	2.3183E-06	2.2961E-07
12187	 1/26/2026	 10:05:33.557	2.3192E-06	2.2975E-07
12188	 1/26/2026	 10:05:34.585	2.3175E-06	2.2955E-07
12189	 1/26/2026	 10:05:35.611	2.3165E-06	2.294E-07
12190	 1/26/2026	 10:05:36.634	2.3153E-06	2.2929E-07
12191	 1/26/2026	 10:05:37.663	2.315E-06	2.2931E-07
12192	 1/26/2026	 10:05:38.674	2.3157E-06	2.294E-07
12193	 1/26/2026	 10:05:39.700	2.3158E-06	2.2943E-07
12194	 1/26/2026	 10:05:40.726	2.3157E-06	2.2936E-07
12195	 1/26/2026	 10:05:41.750	2.3164E-06	2.2942E-07
12196	 1/26/2026	 10:05:42.754	2.3159E-06	2.2939E-07
12197	 1/26/2026	 10:05:43.782	2.3152E-06	2.2942E-07
12198	 1/26/2026	 10:05:44.791	2.3161E-06	2.2954E-07
12199	 1/26/2026	 10:05:45.808	2.317E-06	2.2971E-07
12200	 1/26/2026	 10:05:46.810	2.3196E-06	2.3005E-07
12201	 1/26/2026	 10:05:47.811	2.3203E-06	2.301E-07
12202	 1/26/2026	 10:05:48.838	2.3218E-06	2.3037E-07
12203	 1/26/2026	 10:05:49.859	2.323E-06	2.3052E-07
12204	 1/26/2026	 10:05:50.877	2.3228E-06	2.305E-07
12205	 1/26/2026	 10:05:51.126	2.3219E-06	2.3045E-07
12206	 1/26/2026	 10:05:52.132	2.32E-06	2.303E-07
12207	 1/26/2026	 10:05:53.160	2.3166E-06	2.3004E-07
12208	 1/26/2026	 10:05:54.163	2.3137E-06	2.2961E-07
12209	 1/26/2026	 10:05:55.188	2.3121E-06	2.2939E-07
12210	 1/26/2026	 10:05:56.210	2.3115E-06	2.2921E-07
12211	 1/26/2026	 10:05:57.237	2.3129E-06	2.2936E-07
12212	 1/26/2026	 10:05:58.265	2.3115E-06	2.2925E-07
12213	 1/26/2026	 10:05:59.288	2.3138E-06	2.2949E-07
12214	 1/26/2026	 10:06:00.289	2.3153E-06	2.2958E-07
12215	 1/26/2026	 10:06:01.318	2.3148E-06	2.2962E-07
12216	 1/26/2026	 10:06:02.324	2.3107E-06	2.2929E-07
12217	 1/26/2026	 10:06:03.352	2.3069E-06	2.289E-07
12218	 1/26/2026	 10:06:04.379	2.3073E-06	2.2899E-07
12219	 1/26/2026	 10:06:05.408	2.3047E-06	2.287E-07
12220	 1/26/2026	 10:06:06.410	2.3059E-06	2.2884E-07
12221	 1/26/2026	 10:06:07.431	2.3071E-06	2.2897E-07
12222	 1/26/2026	 10:06:08.444	2.3074E-06	2.2902E-07
12223	 1/26/2026	 10:06:09.467	2.3085E-06	2.2909E-07
12224	 1/26/2026	 10:06:10.488	2.3106E-06	2.2942E-07
12225	 1/26/2026	 10:06:11.515	2.3125E-06	2.2957E-07
12226	 1/26/2026	 10:06:12.543	2.3096E-06	2.2927E-07
12227	 1/26/2026	 10:06:13.573	2.3127E-06	2.2961E-07
12228	 1/26/2026	 10:06:14.583	2.3127E-06	2.2965E-07
12229	 1/26/2026	 10:06:15.609	2.3133E-06	2.2979E-07
12230	 1/26/2026	 10:06:16.633	2.3155E-06	2.3004E-07
12231	 1/26/2026	 10:06:17.660	2.3172E-06	2.3031E-07
12232	 1/26/2026	 10:06:18.670	2.3182E-06	2.3037E-07
12233	 1/26/2026	 10:06:19.698	2.3179E-06	2.3034E-07
12234	 1/26/2026	 10:06:20.731	2.3205E-06	2.3063E-07
12235	 1/26/2026	 10:06:21.755	2.3205E-06	2.3066E-07
12236	 1/26/2026	 10:06:22.785	2.3221E-06	2.3081E-07
12237	 1/26/2026	 10:06:23.806	2.3217E-06	2.3082E-07
12238	 1/26/2026	 10:06:24.826	2.3232E-06	2.3098E-07
12239	 1/26/2026	 10:06:25.828	2.3234E-06	2.3107E-07
12240	 1/26/2026	 10:06:26.844	2.3221E-06	2.3096E-07
12241	 1/26/2026	 10:06:27.848	2.3202E-06	2.308E-07
12242	 1/26/2026	 10:06:28.852	2.3171E-06	2.3055E-07
12243	 1/26/2026	 10:06:29.867	2.3178E-06	2.3055E-07
12244	 1/26/2026	 10:06:30.888	2.3182E-06	2.3055E-07
12245	 1/26/2026	 10:06:31.167	2.3177E-06	2.3058E-07
12246	 1/26/2026	 10:06:32.190	2.3203E-06	2.309E-07
12247	 1/26/2026	 10:06:33.212	2.3192E-06	2.3084E-07
12248	 1/26/2026	 10:06:34.221	2.3196E-06	2.3102E-07
12249	 1/26/2026	 10:06:35.251	2.3189E-06	2.3102E-07
12250	 1/26/2026	 10:06:36.297	2.3198E-06	2.3114E-07
12251	 1/26/2026	 10:06:37.327	2.322E-06	2.3149E-07
12252	 1/26/2026	 10:06:38.332	2.3227E-06	2.3158E-07
12253	 1/26/2026	 10:06:39.333	2.3233E-06	2.3181E-07
12254	 1/26/2026	 10:06:40.357	2.3195E-06	2.3149E-07
12255	 1/26/2026	 10:06:41.382	2.3182E-06	2.3141E-07
12256	 1/26/2026	 10:06:42.383	2.3149E-06	2.3098E-07
12257	 1/26/2026	 10:06:43.409	2.3134E-06	2.3079E-07
12258	 1/26/2026	 10:06:44.427	2.3134E-06	2.308E-07
12259	 1/26/2026	 10:06:45.428	2.3127E-06	2.3079E-07
12260	 1/26/2026	 10:06:46.454	2.3125E-06	2.3071E-07
12261	 1/26/2026	 10:06:47.481	2.3092E-06	2.3049E-07
12262	 1/26/2026	 10:06:48.483	2.309E-06	2.3048E-07
12263	 1/26/2026	 10:06:49.487	2.3115E-06	2.3081E-07
12264	 1/26/2026	 10:06:50.516	2.3133E-06	2.3101E-07
12265	 1/26/2026	 10:06:51.518	2.3156E-06	2.313E-07
12266	 1/26/2026	 10:06:52.547	2.3136E-06	2.3115E-07
12267	 1/26/2026	 10:06:53.549	2.3154E-06	2.3134E-07
12268	 1/26/2026	 10:06:54.552	2.3131E-06	2.3102E-07
12269	 1/26/2026	 10:06:55.579	2.3119E-06	2.3095E-07
12270	 1/26/2026	 10:06:56.599	2.3094E-06	2.3066E-07
12271	 1/26/2026	 10:06:57.603	2.3093E-06	2.307E-07
12272	 1/26/2026	 10:06:58.607	2.3125E-06	2.3104E-07
12273	 1/26/2026	 10:06:59.609	2.3103E-06	2.3079E-07
12274	 1/26/2026	 10:07:00.635	2.3109E-06	2.3077E-07
12275	 1/26/2026	 10:07:01.638	2.3095E-06	2.3064E-07
12276	 1/26/2026	 10:07:02.661	2.3077E-06	2.3045E-07
12277	 1/26/2026	 10:07:03.667	2.3102E-06	2.308E-07
12278	 1/26/2026	 10:07:04.689	2.3079E-06	2.3052E-07
12279	 1/26/2026	 10:07:05.717	2.3102E-06	2.3078E-07
12280	 1/26/2026	 10:07:06.720	2.3078E-06	2.3065E-07
12281	 1/26/2026	 10:07:07.739	2.3072E-06	2.3062E-07
12282	 1/26/2026	 10:07:08.758	2.3093E-06	2.3092E-07
12283	 1/26/2026	 10:07:09.761	2.3088E-06	2.3098E-07
12284	 1/26/2026	 10:07:10.764	2.3141E-06	2.316E-07
12285	 1/26/2026	 10:07:11.795	2.3135E-06	2.3156E-07
12286	 1/26/2026	 10:07:12.814	2.3169E-06	2.3189E-07
12287	 1/26/2026	 10:07:13.840	2.3172E-06	2.32E-07
12288	 1/26/2026	 10:07:14.842	2.316E-06	2.3198E-07
12289	 1/26/2026	 10:07:15.873	2.317E-06	2.3211E-07
12290	 1/26/2026	 10:07:16.153	2.3169E-06	2.3213E-07
12291	 1/26/2026	 10:07:17.156	2.3204E-06	2.3249E-07
12292	 1/26/2026	 10:07:18.166	2.32E-06	2.3252E-07
12293	 1/26/2026	 10:07:19.194	2.321E-06	2.3265E-07
12294	 1/26/2026	 10:07:20.232	2.3206E-06	2.326E-07
12295	 1/26/2026	 10:07:21.257	2.319E-06	2.3255E-07
12296	 1/26/2026	 10:07:22.261	2.3189E-06	2.3268E-07
12297	 1/26/2026	 10:07:23.290	2.3172E-06	2.3259E-07
12298	 1/26/2026	 10:07:24.291	2.3177E-06	2.3266E-07
12299	 1/26/2026	 10:07:25.310	2.3159E-06	2.3247E-07
12300	 1/26/2026	 10:07:26.319	2.3171E-06	2.3252E-07
12301	 1/26/2026	 10:07:27.338	2.3198E-06	2.3275E-07
12302	 1/26/2026	 10:07:28.342	2.3237E-06	2.3328E-07
12303	 1/26/2026	 10:07:29.346	2.3214E-06	2.3317E-07
12304	 1/26/2026	 10:07:30.348	2.3072E-06	2.3175E-07
12305	 1/26/2026	 10:07:31.367	2.2956E-06	2.3054E-07
12306	 1/26/2026	 10:07:32.394	2.2797E-06	2.2889E-07
12307	 1/26/2026	 10:07:33.399	2.2957E-06	2.3053E-07
12308	 1/26/2026	 10:07:34.410	2.3075E-06	2.3188E-07
12309	 1/26/2026	 10:07:35.416	2.312E-06	2.3249E-07
12310	 1/26/2026	 10:07:36.444	2.321E-06	2.3336E-07
12311	 1/26/2026	 10:07:37.465	2.3227E-06	2.3358E-07
12312	 1/26/2026	 10:07:38.480	2.3269E-06	2.34E-07
12313	 1/26/2026	 10:07:39.502	2.3296E-06	2.3429E-07
12314	 1/26/2026	 10:07:40.519	2.3302E-06	2.3437E-07
12315	 1/26/2026	 10:07:41.541	2.3296E-06	2.3436E-07
12316	 1/26/2026	 10:07:42.553	2.3305E-06	2.3441E-07
12317	 1/26/2026	 10:07:43.577	2.3289E-06	2.3431E-07
12318	 1/26/2026	 10:07:44.605	2.3285E-06	2.3422E-07
12319	 1/26/2026	 10:07:45.634	2.3274E-06	2.3415E-07
12320	 1/26/2026	 10:07:46.641	2.3269E-06	2.3411E-07
12321	 1/26/2026	 10:07:47.644	2.3279E-06	2.3421E-07
12322	 1/26/2026	 10:07:48.669	2.3285E-06	2.343E-07
12323	 1/26/2026	 10:07:49.694	2.3286E-06	2.3444E-07
12324	 1/26/2026	 10:07:50.707	2.3294E-06	2.3453E-07
12325	 1/26/2026	 10:07:51.710	2.328E-06	2.3444E-07
12326	 1/26/2026	 10:07:52.730	2.3267E-06	2.3442E-07
12327	 1/26/2026	 10:07:53.749	2.3273E-06	2.346E-07
12328	 1/26/2026	 10:07:54.753	2.3267E-06	2.3461E-07
12329	 1/26/2026	 10:07:55.753	2.3266E-06	2.3466E-07
12330	 1/26/2026	 10:07:56.772	2.3265E-06	2.3448E-07
12331	 1/26/2026	 10:07:57.791	2.3256E-06	2.3451E-07
12332	 1/26/2026	 10:07:58.812	2.3239E-06	2.3447E-07
12333	 1/26/2026	 10:07:59.817	2.3227E-06	2.3441E-07
12334	 1/26/2026	 10:08:00.842	2.3241E-06	2.3454E-07
12335	 1/26/2026	 10:08:01.854	2.3243E-06	2.346E-07
12336	 1/26/2026	 10:08:02.860	2.3245E-06	2.346E-07
12337	 1/26/2026	 10:08:03.888	2.3234E-06	2.3456E-07
12338	 1/26/2026	 10:08:04.139	2.3226E-06	2.3442E-07
12339	 1/26/2026	 10:08:05.161	2.3234E-06	2.3446E-07
12340	 1/26/2026	 10:08:06.168	2.3238E-06	2.3454E-07
12341	 1/26/2026	 10:08:07.171	2.3228E-06	2.3452E-07
12342	 1/26/2026	 10:08:08.191	2.3223E-06	2.3447E-07
12343	 1/26/2026	 10:08:09.216	2.3216E-06	2.3442E-07
12344	 1/26/2026	 10:08:10.246	2.3209E-06	2.3447E-07
12345	 1/26/2026	 10:08:11.267	2.3214E-06	2.3452E-07
12346	 1/26/2026	 10:08:12.292	2.3215E-06	2.3443E-07
12347	 1/26/2026	 10:08:13.298	2.3222E-06	2.3443E-07
12348	 1/26/2026	 10:08:14.319	2.3226E-06	2.3462E-07
12349	 1/26/2026	 10:08:15.347	2.3218E-06	2.3452E-07
12350	 1/26/2026	 10:08:16.356	2.3224E-06	2.3455E-07
12351	 1/26/2026	 10:08:17.381	2.3219E-06	2.3449E-07
12352	 1/26/2026	 10:08:18.385	2.3218E-06	2.3455E-07
12353	 1/26/2026	 10:08:19.408	2.3231E-06	2.3467E-07
12354	 1/26/2026	 10:08:20.416	2.3231E-06	2.3466E-07
12355	 1/26/2026	 10:08:21.448	2.3237E-06	2.3475E-07
12356	 1/26/2026	 10:08:22.448	2.321E-06	2.3447E-07
12357	 1/26/2026	 10:08:23.453	2.3182E-06	2.3415E-07
12358	 1/26/2026	 10:08:24.471	2.3149E-06	2.3382E-07
12359	 1/26/2026	 10:08:25.496	2.3138E-06	2.3374E-07
12360	 1/26/2026	 10:08:26.504	2.3121E-06	2.3353E-07
